reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGcqsN36JwOfdjm8N7EP6iN2K67Yc12Fk-N0q8bv_NMRNstQa2N6wAdGfG1ZOCk4XssCLL3yeg9X_ZJrg,Andrew Benge,https://play-lh.googleusercontent.com/a-/AOh14GhNcwTBJcX34TAGPuttjohDVXG5lo6j2Orojxv-,"I have gotten so many unlockable spam messages through this in the last few days. There is no option to block messages from people you don't know. So, I have to just accept constant messages like ""secrate massage"" or ""screat.mesges"" all day. Googles reply below, is just block them. I have about 90 or so atm. Why not prevention? A setting that says ""no messages from people I don't know""? Why is this even a function of a file storage app? This is unhelpful.",1,156,2.21.121.05.45,2021-04-09 02:35:59,"Hi, Andrew. Let's connect you with our Support Team for help. Go here to get a call back: https://goo.gl/LcAuFy. Hope this helps!",2021-04-09 07:32:57
gp:AOqpTOEg2x2J8paVEu9qyh1IPfjrmsWLgEPoVhCmx9jpU4FTvHFdals0yDtOA5pxjfI4dwrCb42E4qhSklX4hw,Dale G,https://play-lh.googleusercontent.com/a-/AOh14Gjm-VAuvbyfiBxDpMV6kgkd82jXKOWZuFLb3LWjog,"My Samsung Galaxy S8 will not backup with Google Drive. The Backup Now button is gray and all categories say they are waiting to backup. I can not backup my phone, Google Drive is useless. I have tried all of that and it did no good, I am still having the same problem. Thanks for trying to help. I have already uninstalled and reinstalled it and it did not help. I appreciate the help and advice.",1,116,2.21.101.06.45,2021-03-27 00:16:24,"Hi, Dale. Thanks for reaching out. This seems to be a device specific concern. For the best help, reach out to your device manufacturer. Hope this helps.",2021-03-27 01:12:27
gp:AOqpTOGztSU90Bg3Qm1xY-VLR03c9UBSA9uu7jAzqnAwiD5cfgs_j12VqEU0o28jbvSwl_9PuoVjwmJ0-2XEjg,Emma Shaw,https://play-lh.googleusercontent.com/a-/AOh14GhmnDpQGAkjh5pTjQrvUAJcLH9g1EuJJ0lazl7yNg,"When I open my google drive app, on any android divice or windows device, i get that this version is no longer supported and i need to upgrade. Well, I tried several times to upgrade and it just gives me the exact same app version I already have installed. Either fix the problem and remove the not supported notification, or get the play store fixed that the updated app is available. Luckly I can still add and view files that i have or need to download to the drive.",1,6,2.21.121.05.46,2021-04-12 16:11:08,"Hi, Emma. Could you try uninstalling and then reinstalling Drive app itself? Follow the steps here: https://goo.gle/2SoitJl. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gl/DvMg7m.",2021-04-14 01:41:41
gp:AOqpTOE-UzKkxKvUXd-cbXYfmhgmYCH7hsmy217-A7fTpHubPcd1sG6ti1FII2CstfMmMaqEQag-O72AWPwUog,Brooklyn Crowe,https://play-lh.googleusercontent.com/-AJPOM6SGZfI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckr6sH0x1HHwQn7TBBCytcItUcguw/photo.jpg,I always have issues uploading documents. It will say the document is up loaded and I go to my pc and it isn't. If I try to upload more that a few documents most of them won't upload and its time consuming figuring out what uploaded and what did not. Update 4.6.21 I have cleared the cache and reinstalled and still have issues. Looking to switch to another application but know it's going to take even more time to move everything. Do not waste your time with Google drive storage.,1,18,2.21.121.05.40,2021-04-06 19:05:34,"Hi, Brooklyn. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-02-20 04:41:05
gp:AOqpTOHvtj-PF0IX16X20hbmfyOIaiOOiafeAw_NXbFKqrPVzl7UWWTO0NylfbewOKzR8CNSezIBi-ikvN46Dg,Blah Blah Co.,https://play-lh.googleusercontent.com/a-/AOh14GjszAjQ2eZ0CJI16bS1ySIWRYlf-tr8qH_VTFUdPw,"I use Google Drive for my business everyday. However, this rating is for the app which will not allow me to upload video worthing the past few weeks. It's really disappointing trying to send clients files on the road or when I don't have access to a laptop. I am trying right now at home on a 1GB Speed internet connection and it still says ""waiting to upload"". 1 star right now until fixed.",1,0,2.21.121.05.40,2021-04-14 03:41:22,"Hi there. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-04-14 05:30:50
gp:AOqpTOFqaXfPcPBf_JT_pjK1LbJfVYeTj0FTAMcMpTcxM1imfQnFckRBI1M-tdxxg4B8YT1vmjGoLTIJuE76QA,Judy Whitford,https://play-lh.googleusercontent.com/-SG-99ORUeKY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnjj--C2BjkylMVahuhRgptqgQcsg/photo.jpg,"I tried to use this app again by installing it. I like to stay with google apps as much as possible. But, I have never been as frustrated with anything ever. When you reinstall it of course all the stuff is right there that made you uninstall it before. The more I tried to remove old useless shared files the more came up. I did exactly what it said to do. Except install more apps that make this one work better. Then you need to uninstall the ones you don't use much. It can DRIVE you koo-koo🤔😱",1,862,2.21.101.06.30,2021-04-06 14:15:53,"Hi, Judy. Check this handy guide on how to remove files that has been share with you: https://goo.gle/2uS8HFN. Hope this helps.",2020-07-26 22:40:35
gp:AOqpTOHLJ7NfWEntxVQnwzy8A1bpucn4AG1pqzU5Z8rmeboy7fH8Ha4naptHhHo85XLFK-pDTryySTEjSDrk2Q,A Bb,https://play-lh.googleusercontent.com/-Uhzi7ACp5QE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXY1kwjj_xO2fUvjcvZzEsT8FC4w/photo.jpg,"App opens on its own, then crashes. Happens every few minutes. I have never used the app. I don't have the option to uninstall. Update Apr. 2: I reset the app data as you suggested. The problem went away for about a week until today when it happened again. It happened just once then no problem for the last couple hours.",1,18,2.21.101.06.34,2021-04-03 01:13:10,"Hi there. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-03-25 21:26:43
gp:AOqpTOGkiaqYHYCgpdeS-vHmpH2xRPfGcSLJuWf8EPoYVIXAPIL3o-5Gc82chRhu1PSs4HSC0SC5sWofldhghA,Nite Lite,https://play-lh.googleusercontent.com/a-/AOh14Gil4ULRPgk8vcw7jV9u28Dr25it_WqHenBk0q5LOw,"People: run for your lives from this abysmal cloud storage app... And all cloud apps in general. Photos and videos either won't load or are blurry beyond recognition, things won't upload for long periods of time, there still is no folder option for Photos, (even if Drive has it already) and it keeps saying ""number of number files are becoming offline"". When the major cloud hack-a-thon happens, it'll be too late to flee. Three years I dealt w this, and I'm finally out.",1,38,2.21.101.06.30,2021-04-14 08:16:00,,
gp:AOqpTOEIU449TQ6aPFLNXfdzJxjY0TuXjReCb2cTnJ6Tjb6QrEkwYnY2xB3SM33z9EJ60CHcltEIEb_v7gWUAw,Cassie Carmichael,https://play-lh.googleusercontent.com/a-/AOh14GibfKcUPTY-M_pf4JRSzMWnCO4V8i8JMrTA7gcE5w,"From 2018 there is no visible Google ""folder"" for the years 2019, 2020 or 2121 (pictures). Keep in mind, I've actively backed up my pictures from 2015 to 2121, this feature automatically separates pictures into the year it was captured. With any new device, once synced Google selectively deleted pictures that were backed up in my Google photos/file Drive, forceing current photos into old folders more than 2-3 years old. I've lost very vital pictures and evidence because of this costly issue.",1,44,2.21.101.06.34,2021-03-30 22:41:43,,
gp:AOqpTOH1ix6bA_bNsYVSqcADvdAGzGwdPBpKYIR_AUwl28sVxRL9U9KDf_xXW9GKpNpaecSP8dxNV0juiKLzrg,b markie,https://play-lh.googleusercontent.com/-hDShvcHA6Fw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckEVZMWJXhs9XBArIvxFHcdJ5y4Ug/photo.jpg,"This app will not backup as the backup button is greyed out and everything to be backuped says waiting to be backedupped. I read on YouTube of a temporary fix by disable the security pin or password and I tried it and it worked so I was able to backup my phone, but as soon as I enabled my security pin it was back to square one. I can't get the app to backup automatically. I bought a new Nokia 5.4 phone three weeks ago and they weren't much help. They had me do a factory reset which did Nothing",1,30,2.21.121.05.33,2021-04-07 07:18:26,"Hi there. Learn more on what will happen in your backups (see, ""Other apps"") here: https://goo.gle/2uL6k7I. Hope this helps!",2021-04-09 06:34:42
